name,meta
Star Wars: Episode VII - The Force Awakens,80
Good Time,80
Last Men in Aleppo,80
Henry: Portrait of a Serial Killer,80
Making Waves: The Art of Cinematic Sound,80
Spellbound,80
Rabbit-Proof Fence,80
Big Night,80
Disclosure,80
Going Clear: Scientology and the Prison of Belief,80
White God,80
My Dog Tulip,80
Freaks,80
Once Upon a Time in the West (re-release),80
Central Station,80
Whale Rider,80
The Mill and the Cross,80
Lean on Pete,80
Claire's Camera,80
Sunset Story,80
Howl's Moving Castle,80
Wild Rose,80
The Simpsons Movie,80
Off the Rails,80
Ad Astra,80
Riding Giants,80
Jung (War) in the Land of the Mujaheddin,80
Set Me Free,80
Boy and the World,80
Dallas Buyers Club,80
Babylon,80
Finders Keepers,80
Room 237,80
A White,80
 White Day,80
Lady Chatterley,80
A Beautiful Day in the Neighborhood,80
Lucky,80
Irma Vep,80
The Band's Visit,80
Call Me Kuchu,80
Coraline,80
Of Mice and Men,89
Dead Souls,89
Zama,89
High Noon,89
Rebel Without a Cause,89
Letters from Iwo Jima,89
The Seventh Continent (1989),89
A Woman Under the Influence,88
Whiplash,88
Once,88
The Arbor,88
Long Day's Journey Into Night,88
Richard III,88
Democrats,88
The Lion King,88
4 Little Girls,88
Wild Strawberries,88
Ghost World,88
Crime + Punishment,88
The Seventh Seal,88
Y Tu Mamá También,88
Paddington 2,88
The Little Mermaid,88
Capote,88
The Death of Stalin,88
Miracle on 34th Street,88
Strangers on a Train,88
Tulpan,88
Manuscripts Don't Burn,88
In Transit,88
Three Billboards Outside Ebbing,88
 Missouri,88
Quest,88
Au Revoir les Enfants,88
A Film Unfinished,88
Things to Come,88
The Grand Budapest Hotel,88
Minari,88
Winter Sleep,88
A Star Is Born,88
Citizenfour,88
Time Out,88
The Blue Angel (re-release),88
Thelma & Louise,88
Away from Her,88
The Fallen Idol (re-release),88
Foxtrot,88
The Innocents,88
Inside Job,88
Leave No Trace,88
Three Colors: White,88
Chicken Run,88
The King's Speech,88
Hell or High Water,88
Up,88
Shirkers,88
Mildred Pierce,88
45365,88
Tootsie,88
Marooned in Iraq,88
To Kill a Mockingbird,88
Aquarius,88
So Long,88
 My Son,88
Apollo 11,88
Anomalisa,88
Toy Story 2,88
Black Panther,88
Brooklyn,88
Nobody Knows,88
Life Is Sweet,88
Faces,87
Mary Poppins,87
The Lord of the Rings: The Two Towers,87
L'Enfant (The Child),87
Sweet Country,87
Jane Fonda in Five Acts,87
Newtown,87
Poetry,87
Restless Creature: Wendy Whelan,87
Birdman or (The Unexpected Virtue of Ignorance),87
Little Women,87
Shakespeare in Love,87
The Awful Truth,87
Can You Ever Forgive Me?,87
It Happened One Night,87
The Body Remembers When the World Broke Open,87
The Missing Picture,87
I Travel Because I Have to,87
 I Come Back Because I Love You,87
The Invisible Man,87
Scarface,87
Of Men and War,87
The Long Goodbye,87
Imitation of Life,87
Pain and Glory,87
Genèse (Genesis),87
The Farthest,87
Gomorrah,87
To Be and to Have,87
Tokyo Sonata,80
Lorenzo's Oil,80
Il Futuro,80
Tristram Shandy: A Cock and Bull Story,80
Good Night,80
 and Good Luck.,80
The Survivalist,80
Firecrackers,80
David Crosby: Remember My Name,80
Aquarela,80
The Pearl Button,80
Deep Water,80
The Force,80
Lorna's Silence,80
California Typewriter,80
The Shawshank Redemption,80
The Day of the Jackal,80
Deliverance,80
Memento,80
Young Frankenstein,80
Jezebel,80
Demon,80
Light From Light,80
Too Late to Die Young,80
Goodbye First Love,80
Little Miss Sunshine,80
The Endless,80
Indivisible,80
Sweetgrass,80
Another Year,80
All Is Well,80
Liyana,80
The Old Man & the Gun,80
The Four Times (Le Quattro Volte),80
The Last of the Unjust,80
West of Memphis,80
The Great Buddha+,80
Wildlife,80
Arabian Nights: Volume 3,80
 The Enchanted One,80
Under the Skin,80
Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,80
Frost/Nixon,80
Siddhartha (re-release),80
Minority Report,80
Last Resort,80
MASH,79
Shane,79
Senna,79
Reservoir Dogs,79
Mickey and the Bear,79
Monsters,79
 Inc.,79
Time Bandits,79
Beyond the Hills,79
Glen Campbell: I'll Be Me,79
Working Woman,79
The Disciple,79
The Sessions,79
March of the Penguins,79
The Truffle Hunters,79
Winter on Fire: Ukraine's Fight for Freedom,79
Jonestown: The Life and Death of Peoples Temple,79
Oasis,79
Dinner Rush,79
Spring Forward,79
Two Family House,79
City of God,79
Pariah,79
Red Rock West,79
The Meyerowitz Stories (New and Selected),79
Stray Dog,79
Lolita,79
I Am Not a Witch,79
She's Gotta Have It,79
Pride,79
Hotel Rwanda,79
Your Name.,79
El Cid,79
American Honey,79
Photographic Memory,79
Whose Streets?,79
Cyrano de Bergerac,79
Planet of the Apes,79
Funan,79
Joan Rivers: A Piece of Work,79
Baran,79
Chunhyangdyun,79
High Fidelity,79
Short Cuts,79
The Fly,79
The Black Panthers: Vanguard of the Revolution,79
Coriolanus,79
Gloria Bell,79
Counting,79
The Nest,79
Bad Education,79
A Most Violent Year,79
Annihilation,79
Animal House,79
Birders: The Central Park Effect ,79
Hermia & Helena,79
Fill the Void,79
Keep the Lights On,79
Mother,79
Free Willy,79
Suspiria,79
Joe Strummer: The Future Is Unwritten,79
Searching for Sugar Man,79
I Am Love,79
Sing Street,79
Keane,79
Brawl in Cell Block 99,79
Yellow Submarine,79
The Law in These Parts,79
Va Savoir (Who Knows?),79
Manufactured Landscapes,79
Li'l Quinquin,79
Brand Upon the Brain!,79
Being Frank: The Chris Sievey Story,79
Contemporary Color,79
Black Swan,79
Our Children,79
Hilary and Jackie,78
Angels Wear White,78
Lady and the Tramp,78
Drive,78
Indignation,78
Bird,78
A Brief History of Time,78
Enough Said,78
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,78
Play Misty for Me,78
The Green Fog,78
28 Weeks Later,78
The Age of Shadows,78
Les Misérables,78
Insomnia,78
All In: The Fight for Democracy,78
Styx,78
Long Strange Trip,78
The Boys: The Sherman Brothers' Story,78
Control,78
Private Property,78
Deep Sea,78
Henri Langlois: The Phantom of the Cinematheque,78
My Flesh and Blood,78
Eureka,78
The House of Mirth,78
Roman Holiday,78
The Painter and the Thief,78
Starting Out in the Evening,78
3 Faces,78
Lifeboat,78
Remember the Night,78
Holiday,78
Head-On,78
Airplane!,78
An Easy Girl,78
Lightning in a Bottle,78
Glory,78
Beware of Mr. Baker,78
Aberdeen,78
The Deep End,78
The Taste of Others,78
Thirteen,78
A Better Tomorrow,78
Castle in the Sky,78
In the Fog,78
The War Room,78
Precious: Based on the Novel 'Push' by Sapphire,78
Police Story (1985),78
Funny Ha Ha,78
Before I Forget,78
Welcome to Leith,78
Love,78
 Antosha,78
Into Great Silence,78
Monos,78
The Last Man on the Moon,78
The Innocents,78
Blue Jasmine,78
Racing Dreams,78
It Comes at Night,78
Please Give,78
Hellboy II: The Golden Army,78
Tabu,78
Painted Fire,78
How I Killed My Father,78
Lumumba,78
Rocks in My Pockets,78
Speed,78
The Elephant Man,78
Putty Hill,78
Born Into Brothels: Calcutta's Red Light Kids,78
Breathe,78
The Freshman,78
The Other Side of the Wind,78
The Grief of Others,78
Barracuda,78
Amanda Knox,78
The Color Purple,78
High Flying Bird,78
Babette's Feast,78
5 Broken Cameras,78
One of Us,78
Dirty Pretty Things,78
Amandla! A Revolution in Four Part Harmony,78
Punch-Drunk Love,78
How to Draw a Bunny,78
Diamond Men,78
The Thin Red Line,78
O'Horten,78
In Between,78
The Texas Chain Saw Massacre,78
Pray the Devil Back to Hell,78
Paris,78
 Texas,78
Born to Fly,78
Trouble in Mind,78
Diego Maradona,78
After Dark,78
 My Sweet,78
A Passage to India,78
A Silent Voice,78
I,78
 Daniel Blake,78
The Counterfeiters,78
Roman Polanski: Wanted and Desired,78
After the Wedding,78
The Dark Knight Rises,78
The Lost City of Z,78
Devil in a Blue Dress,78
The Devil's Backbone,78
Avengers: Endgame,78
Blind Shaft,78
Southern Comfort,78
A Time for Drunken Horses,78
Midnight Run,78
The Guard,78
Bathtubs Over Broadway,78
Blue Ruin,78
The War of the Worlds,78
Pavilion,78
Lassie Come Home,78
Hooligan Sparrow,78
On Dangerous Ground,78
Ex Machina,78
A Gentle Creature,78
The Tribe,78
The Sisters Brothers,78
Booker's Place: A Mississippi Story,78
A Hidden Life,78
Madeline's Madeline,78
Jungle Fever,78
Ryuichi Sakamoto: Coda,78
The Real Dirt on Farmer John,78
Harry Potter and the Half-Blood Prince,78
Zootopia,78
Innocence,78
Lost Boys of Sudan,78
Best in Show,78
Human Resources,78
Hard Eight,78
House of Games,78
Chariots of Fire,78
Pit and the Pendulum,78
Non-Fiction,78
Eve's Bayou,78
Tex,78
Dr. No,78
Much Ado About Nothing,78
The Breadwinner,78
Ruthless People,78
Up and Down,78
Lost in America,78
Endless Poetry,78
Did You Wonder Who Fired the Gun?,78
Beach Rats,78
Enchanted April,78
The Last Mistress,78
Live-In Maid,78
The Saddest Music in the World,78
Lone Star,78
Thief,78
Two for the Road,78
Tracks,78
The Princess of Montpensier,78
The Man Who Knew Too Much,78
The Social Dilemma,78
Dear Comrades!,78
The Fearless Freaks,78
The Buddy Holly Story,78
Zodiac,78
Tempestad,78
The Case Against 8,78
The Devil Came on Horseback,78
1917,78
Robin's Wish,78
A Simple Life,78
Waste Land,78
Hitler's Hollywood,78
Son frère,78
Morvern Callar,78
Murderous Maids,78
Last Orders,78
Ça commence aujourd'hui,78
Mr. Death: The Rise and Fall of Fred A. Leuchter,78
 Jr.,78
Afghan Star,78
Tropical Malady,78
Logan Lucky,78
Paradise: Hope,78
The Aura,78
James and the Giant Peach,78
i'm thinking of ending things,78
Alice Doesn't Live Here Anymore,78
Dazed and Confused,78
Missing,78
The Betrayal - Nerakhoon,78
2046,78
My Darling Vivian,78
Tickling Giants,78
Abortion: Stories Women Tell,78
Pusher II: With Blood On My Hands,78
Kung Fu Hustle,77
Meru,77
The Personal History of David Copperfield,77
A Quiet Passion,77
Command and Control,77
A Secret Love,77
The Aviator,77
Panic,77
My Own Private Idaho,77
The Princess Bride,77
Hukkle,77
Voyage of Time: The IMAX Experience,77
Clemency,77
Blindspotting,77
Abuse of Weakness,77
Trapped,77
Courage Under Fire,77
Have a Nice Day,77
Zero Days,77
Kramer vs. Kramer,77
The Misfits,77
They'll Love Me When I'm Dead,77
The Shootist,77
Finding Dory,77
Rescue Dawn,77
No Way Out,77
Human Flow,77
Happy Feet,77
The Weather Underground,77
Facing the Music,77
Run Lola Run,77
Apollo 13,77
Before Sunrise,77
China Heavyweight,77
Sleeper,77
Jiro Dreams of Sushi,77
The Dark Horse,77
Seduced and Abandoned,77
The Gift,77
Paper Moon,77
Victoria,77
I Killed My Mother,77
Mugabe and the White African,77
Bunny Lake Is Missing,77
Queen of Earth,77
Paddington,77
Mississippi Grind,77
Chungking Express,77
Mother of George,77
Wetlands,77
Icaros: A Vision,77
Expedition to the End of the World,77
A River Changes Course,77
Sholem Aleichem: Laughing in the Darkness,77
Alamar (To the Sea),77
51 Birch Street,77
Our Song,77
Pollock,77
Ulee's Gold,77
Crimes and Misdemeanors,77
Wild Tales,77
Corpus Christi,77
Linda Ronstadt: The Sound of My Voice,77
Stand and Deliver,77
Best of Enemies,77
On Body and Soul,77
Buzzard,77
WarGames,77
Monty Python's Life of Brian,77
24 Frames,77
Shanghai Triad,77
Grass,77
Hairspray,77
Red Riding Trilogy,77
Personal Shopper,77
8 Mile,77
Jerry Maguire,77
Once Were Warriors,77
Oldboy,77
Neighboring Sounds,77
The Ghost Writer,77
The Teacher,77
The Jungle Book,77
Human Nature,77
Zulu,77
The Hunting Ground,77
While We're Young,77
12:08 East of Bucharest,77
Babyteeth,77
Mediterranea,77
Shut Up & Sing,77
Miss Sharon Jones!,77
The Verdict,77
Prophet's Prey,77
Notre musique,77
The B-Side: Elsa Dorfman's Portrait Photography,77
The Imposter,77
The Big Red One (re-release),77
The Cockettes,77
A Bug's Life,77
The Usual Suspects,77
Güeros,77
Unlovable,77
Win It All,77
A Single Man,77
My Brilliant Career,77
The Messenger,77
Under the Sea 3D,77
Private Fears in Public Places,77
Play It Again,77
 Sam,77
The Devil and Daniel Johnston,77
Sin Nombre,77
Children of Heaven,77
Marona's Fantastic Tale,77
Incitement,77
Revenge of the Mekons,77
Mountain Patrol,77
Child's Pose,77
Grandma,77
Monrovia,77
 Indiana,77
The Road Warrior,77
I,77
 Tonya,77
God Loves Uganda,77
Evolution,77
Sobibór,77
 14 octobre 1943,77
 16 heures,77
Fat Girl,77
Humanité,77
The Mole Agent,77
How to Change the World,77
Grindhouse,77
Caesar Must Die,77
Body Heat,77
The Pool,77
Gerhard Richter - Painting,77
Benda Bilili!,77
Pom Poko,77
The War Tapes,77
Baden Baden,77
Songs from the Second Floor,77
Jim & Andy: The Great Beyond — Featuring a Very Special,77
 Contractually Obligated Mention of Tony Clifton,77
A Band Called Death,77
Chi-Raq,77
The Decline of Western Civilization Part III,77
Magnolia,77
Saturday Night Fever,77
The Stunt Man,77
Starving the Beast,77
Pump Up the Volume,77
Animal Crackers,77
Calvary,77
The House I Live In,77
Blissfully Yours,77
Promare,77
Tom Jones,77
Apprentice,77
People's Republic of Desire,77
Little Fish,77
Keep On Keepin' On,77
A Clockwork Orange,77
The Hunt,77
A Touch of Sin,77
The Beguiled,77
The Heiresses,77
The Mustang,77
La Flor,77
Presenting Princess Shaw,77
Somers Town,77
Under the City's Skin,77
Daughter from Danang,77
Our Little Sister,75
Mapplethorpe: Look at the Pictures,75
I'll See You in My Dreams,75
Detective Dee and the Mystery of the Phantom Flame,75
The Strange Case of Angelica,75
Samson and Delilah,75
Enchanted,75
Lady Vengeance,75
Make It Funky!,75
The Blind Swordsman: Zatoichi,75
Shrek 2,75
The Clay Bird,75
Lawless Heart,75
Kippur,75
Elizabeth,75
The Professionals,75
Mistress America,75
Spy,75
After Tiller,75
An Unreasonable Man,75
24 City,75
Night Moves,75
Casualties of War,75
The Kingdom of Dreams and Madness,75
Satan & Adam,75
Crude,75
Tanna,75
John Wick: Chapter 2,75
The Escape,75
The Witnesses,75
How to Train Your Dragon,75
Destination Unknown,75
The Battered Bastards of Baseball,75
Side Effects,75
Oceans,75
Titanic,75
That Evening Sun,75
Seven Brides for Seven Brothers,75
The Invisible War,75
The Motorcycle Diaries,75
Metropolis,75
Down from the Mountain,75
A Private War,75
The Wolfpack,75
Infinite Football,75
Little Children,75
Terminator 2: Judgment Day,75
Hammer,75
The Plagiarists,75
Morris from America,75
The Trial of the Chicago 7,75
Another Road Home,75
The Wolf of Wall Street,75
Rich Hill,75
Dark Days,75
Captain America: Civil War,75
The Eyes of Orson Welles,75
Nina Forever,75
The Desert of Forbidden Art,75
Stand by Me,75
Finding Vivian Maier,75
Beastie Boys Story,75
Super Dark Times,75
Middle of Nowhere,75
The Square,75
Beauty in Trouble,75
The Deserted Station,75
Kitchen Stories,75
Roger Dodger,75
The Kid Stays in the Picture,75
Startup.com,75
Harry Is Here to Help,75
Liberty Heights,75
The Full Monty,75
Les amitiés maléfiques,75
Born on the Fourth of July,75
Diana Kennedy: Nothing Fancy,75
Dial M for Murder,75
Heimat is a Space in Time,75
2 Autumns,75
 3 Winters,75
Whitney,75
Graceland,75
X-Men: Days of Future Past,75
Catch Me If You Can,75
Land of Mine,75
Thoroughbreds,75
Silent Movie,75
Treeless Mountain,75
The LEGO Batman Movie,75
Kate Plays Christine,75
A Prairie Home Companion,75
Mid-August Lunch,75
Vision Portraits,75
Afterimage,75
The Harder They Come,75
Martha Marcy May Marlene,75
Caterpillar,75
Recorder: The Marion Stokes Project,75
Microbe and Gasoline,75
Mary and The Witch's Flower,75
Must Read After My Death,75
Baadasssss!,75
Trainwreck,75
Harold and Lillian: A Hollywood Love Story,75
Guerrilla: The Taking of Patty Hearst,75
In This World,75
Secret Ballot,75
About a Boy,75
The Believer,75
The Specialist,75
The Jaundiced Eye,75
This Film Is Not Yet Rated,75
10,75
000 km,75
When Lambs Become Lions,75
A Foreign Affair,75
Peace Officer,75
Bastard Out of Carolina,75
Point Blank,75
Ingrid Bergman in Her Own Words,75
Grace Jones: Bloodlight and Bami,75
Plot for Peace,75
Billy the Kid,75
Okja,75
National Bird,75
The Great Flood,75
Omar,75
Maurice,75
Manhunter,75
Mission: Impossible - Rogue Nation,75
In the Last Days of the City,75
The Purple Rose of Cairo,75
Frozen,75
What Ever Happened to Baby Jane?,75
Hala,75
S21: The Khmer Rouge Death Machine,75
On the Run,75
Shot in the Heart,75
Solas,75
The Longest Day,75
Diamantino,75
True History of the Kelly Gang,75
Life,75
 Animated,75
Waitress,74
Who's Afraid of Virginia Woolf?,74
The Skeleton Twins,74
Prodigal Sons,74
Oklahoma City,74
Marina Abramovic: The Artist Is Present,74
Terribly Happy,74
The Bridesmaid,74
Natural Born Killers,74
Me and Earl and the Dying Girl,74
The Rabbi's Cat,74
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,74
I Kill Giants,74
78/52: Hitchcock’s Shower Scene,74
Dancing in Jaffa,74
The Woodmans,74
The Green Pastures,74
Slut in a Good Way,74
Sicko,74
Monster,74
A Bigger Splash,74
Daddy Longlegs,74
Tabloid,74
Very Semi-Serious,74
Monkey Business,74
Children of the Sea,74
What Maisie Knew,74
The Watermelon Woman,74
The Women's Balcony,74
Augustine,74
Janis: Little Girl Blue,74
Promising Young Woman,74
Frankenweenie,74
Thelma,74
Yadon ilaheyya,74
Black Hawk Down,74
Code Unknown: Incomplete Tales of Several Journeys,74
Radio Days,74
For a Few Dollars More,74
Southside with You,74
Rize,74
The Ground Truth,74
Bombay Beach,74
Iron Island,74
The Stone Roses: Made of Stone,74
